date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2020-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",486984,4170888.96,0,0
2020-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",233788,2433277.67,0,0
2020-05-01,Y56,"LONDON COMMISSIONING REGION",257569,2704971.83,0,0
2020-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",272423,2648527.54,0,0
2020-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",319669,3548359.53,0,0
2020-05-01,Y62,"NORTH WEST COMMISSIONING REGION",376834,3440445.3,0,0
2020-05-01,Y60,"MIDLANDS COMMISSIONING REGION",452753,4728271.7,0,0
2020-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",460230,3924316.33,0,0
2020-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",239660,2550919.04,0,0
2020-06-01,Y56,"LONDON COMMISSIONING REGION",267520,2873285.77,0,0
2020-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",278430,2742023.42,0,0
2020-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",332846,3760301.34,0,0
2020-06-01,Y62,"NORTH WEST COMMISSIONING REGION",393532,3674031.46,0,0
2020-06-01,Y60,"MIDLANDS COMMISSIONING REGION",472055,5017732.77,0,0
2020-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",478458,4118327.73,0,0
2020-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",249050,2581785.74,0,0
2020-07-01,Y56,"LONDON COMMISSIONING REGION",275575,2896590.48,0,0
2020-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",291661,2836007.96,0,0
2020-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",345982,3809980.66,0,0
2020-07-01,Y62,"NORTH WEST COMMISSIONING REGION",411436,3752734.25,0,0
2020-07-01,Y60,"MIDLANDS COMMISSIONING REGION",490948,5107911.96,0,0
2020-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",497857,4272156.79,0,0
2020-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",227659,2399202.15,0,0
2020-08-01,Y56,"LONDON COMMISSIONING REGION",252844,2703679.09,0,0
2020-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",268364,2621790.72,0,0
2020-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",313450,3529439.37,0,0
2020-08-01,Y62,"NORTH WEST COMMISSIONING REGION",372052,3452427.14,0,0
2020-08-01,Y60,"MIDLANDS COMMISSIONING REGION",443787,4633052,0,0
2020-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",454091,3918020.81,0,0
2020-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",242129,2573665.83,0,0
2020-09-01,Y56,"LONDON COMMISSIONING REGION",271464,2978148.01,0,0
2020-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",285186,2793564.32,0,0
2020-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",336750,3860421.77,0,0
2020-09-01,Y62,"NORTH WEST COMMISSIONING REGION",400544,3762978.82,0,0
2020-09-01,Y60,"MIDLANDS COMMISSIONING REGION",480339,5122787.9,0,0
2020-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",484649,4277468.06,0,0
2020-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",247074,2617672.54,0,0
2020-10-01,Y56,"LONDON COMMISSIONING REGION",276884,2986131.25,0,0
2020-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",289511,2820509.71,0,0
2020-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",344490,3932538.77,0,0
2020-10-01,Y62,"NORTH WEST COMMISSIONING REGION",407556,3812570.95,0,0
2020-10-01,Y60,"MIDLANDS COMMISSIONING REGION",487635,5164359.34,0,0
2020-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",492083,4248676.37,0,0
2020-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",239248,2570625.75,0,0
2020-11-01,Y56,"LONDON COMMISSIONING REGION",265158,2863462,0,0
2020-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",280572,2719005.77,0,0
2020-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",332130,3793058.43,0,0
2020-11-01,Y62,"NORTH WEST COMMISSIONING REGION",387195,3633603.48,0,0
2020-11-01,Y60,"MIDLANDS COMMISSIONING REGION",467720,4959996.49,0,0
2020-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",473461,4127957.52,0,0
2020-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",256891,2720668.38,0,0
2020-12-01,Y56,"LONDON COMMISSIONING REGION",283640,3098710.81,0,0
2020-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",300676,2947658.07,0,0
2020-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",359529,4117592.15,0,0
2020-12-01,Y62,"NORTH WEST COMMISSIONING REGION",425791,3982246.52,0,0
2020-12-01,Y60,"MIDLANDS COMMISSIONING REGION",508494,5412343.04,0,0
2020-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",512370,4479048.62,0,0
2021-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",239590,2689338.57,0,0
2021-01-01,Y56,"LONDON COMMISSIONING REGION",269203,3025198.55,0,0
2021-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",283481,2928123.55,0,0
2021-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",333986,3982822.06,0,0
2021-01-01,Y62,"NORTH WEST COMMISSIONING REGION",389722,3850798.74,0,0
2021-01-01,Y60,"MIDLANDS COMMISSIONING REGION",471612,5242717.79,0,0
2021-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",473328,4383749.47,0,0
2021-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",225562,2462185.79,0,0
2021-02-01,Y56,"LONDON COMMISSIONING REGION",253123,2824531.89,0,0
2021-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",265548,2646480.89,0,0
2021-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",315934,3656147.16,0,0
2021-02-01,Y62,"NORTH WEST COMMISSIONING REGION",372463,3576835.87,0,0
2021-02-01,Y60,"MIDLANDS COMMISSIONING REGION",446779,4845867.86,0,0
2021-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",448616,4017487.79,0,0
2021-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",251061,2770431.64,0,0
2021-03-01,Y56,"LONDON COMMISSIONING REGION",283782,3210226.59,0,0
2021-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",296427,2996807.71,0,0
2021-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",352347,4138898.79,0,0
2021-03-01,Y62,"NORTH WEST COMMISSIONING REGION",419270,4010964,0,0
2021-03-01,Y60,"MIDLANDS COMMISSIONING REGION",498027,5417628.19,0,0
2021-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",505713,4542320.79,0,0
2021-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",246278,2725873.09,0,0
2021-04-01,Y56,"LONDON COMMISSIONING REGION",273983,3129987.98,0,0
2021-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",288615,2938795.65,0,0
2021-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",341307,4023829.05,0,0
2021-04-01,Y62,"NORTH WEST COMMISSIONING REGION",408654,3994741.17,0,0
2021-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",488331,4452165.61,0,0
2021-04-01,Y60,"MIDLANDS COMMISSIONING REGION",492248,5423538.53,0,0
2021-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",235686,2626135.5,0,0
2021-05-01,Y56,"LONDON COMMISSIONING REGION",264802,3004984.82,0,0
2021-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",278025,2843327.37,0,0
2021-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",329213,3919242.37,0,0
2021-05-01,Y62,"NORTH WEST COMMISSIONING REGION",386149,3741069.61,0,0
2021-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",465606,4222435.23,0,0
2021-05-01,Y60,"MIDLANDS COMMISSIONING REGION",466546,5180594.37,0,0
2021-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",248208,2728424.59,0,0
2021-06-01,Y56,"LONDON COMMISSIONING REGION",279932,3148830.44,0,0
2021-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",293893,2988928.66,0,0
2021-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",348210,4073283.99,0,0
2021-06-01,Y62,"NORTH WEST COMMISSIONING REGION",413027,4006410.79,0,0
2021-06-01,Y60,"MIDLANDS COMMISSIONING REGION",496000,5435229.43,0,0
2021-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",498256,4531883.68,0,0
2021-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",251261,2644329.4,0,0
2021-07-01,Y56,"LONDON COMMISSIONING REGION",281859,3062138.49,0,0
2021-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",298260,2860331.74,0,0
2021-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",352605,3993363.38,0,0
2021-07-01,Y62,"NORTH WEST COMMISSIONING REGION",414410,3793291.27,0,0
2021-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",496008,4254452.25,0,0
2021-07-01,Y60,"MIDLANDS COMMISSIONING REGION",501137,5228054.16,0,0
2021-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",238394,2479463.56,0,0
2021-08-01,Y56,"LONDON COMMISSIONING REGION",267941,2789575.77,0,0
2021-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",283848,2698828.71,0,0
2021-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",333477,3723895.44,0,0
2021-08-01,Y62,"NORTH WEST COMMISSIONING REGION",395603,3585424.89,0,0
2021-08-01,Y60,"MIDLANDS COMMISSIONING REGION",479067,4958201.56,0,0
2021-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",482428,4125957.5,0,0
2021-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",246204,2577896.1,0,0
2021-09-01,Y56,"LONDON COMMISSIONING REGION",278596,2991869.78,0,0
2021-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",293607,2797646.5,0,0
2021-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",348561,3948431.38,0,0
2021-09-01,Y62,"NORTH WEST COMMISSIONING REGION",417186,3773315.66,0,0
2021-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",494764,4236048.19,0,0
2021-09-01,Y60,"MIDLANDS COMMISSIONING REGION",502099,5168135.17,0,0
2021-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",234129,2458947.07,0,0
2021-10-01,Y56,"LONDON COMMISSIONING REGION",270669,2872986.79,0,0
2021-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",283200,2708630.5,0,0
2021-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",334490,3695418.14,0,0
2021-10-01,Y62,"NORTH WEST COMMISSIONING REGION",399380,3599500.4,0,0
2021-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",476960,4014373.1,0,0
2021-10-01,Y60,"MIDLANDS COMMISSIONING REGION",478079,4925764.17,0,0
2021-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",247347,2594407.18,0,0
2021-11-01,Y56,"LONDON COMMISSIONING REGION",279083,2960568.36,0,0
2021-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",291962,2792114.99,0,0
2021-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",347158,3932346.68,0,0
2021-11-01,Y62,"NORTH WEST COMMISSIONING REGION",411093,3686922.47,0,0
2021-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",491912,4191186.54,0,0
2021-11-01,Y60,"MIDLANDS COMMISSIONING REGION",496118,5152806.71,0,0
2021-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",259937,2744412.31,0,0
2021-12-01,Y56,"LONDON COMMISSIONING REGION",286674,3082603.69,0,0
2021-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",309418,2976385.92,0,0
2021-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",367650,4134725.01,0,0
2021-12-01,Y62,"NORTH WEST COMMISSIONING REGION",433548,3931979.35,0,0
2021-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",518844,4421062.9,0,0
2021-12-01,Y60,"MIDLANDS COMMISSIONING REGION",524537,5420889.76,0,0
2022-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",241976,2407858.89,0,0
2022-01-01,Y56,"LONDON COMMISSIONING REGION",279415,2825602.46,0,0
2022-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",293334,2665889.1,0,0
2022-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",342977,3653929.47,0,0
2022-01-01,Y62,"NORTH WEST COMMISSIONING REGION",404501,3447061.22,0,0
2022-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",483641,3934410.37,0,0
2022-01-01,Y60,"MIDLANDS COMMISSIONING REGION",489534,4778236.29,0,0
2022-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",225643,2220442.09,0,0
2022-02-01,Y56,"LONDON COMMISSIONING REGION",260671,2603078.97,0,0
2022-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",272258,2451081.32,0,0
2022-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",324974,3452418.42,0,0
2022-02-01,Y62,"NORTH WEST COMMISSIONING REGION",380219,3242925.07,0,0
2022-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",456605,3689542.31,0,0
2022-02-01,Y60,"MIDLANDS COMMISSIONING REGION",462817,4512982.45,0,0
2022-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",256135,2591443.19,0,0
2022-03-01,Y56,"LONDON COMMISSIONING REGION",291515,2995120.54,0,0
2022-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",306975,2810139.49,0,0
2022-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",363622,3869198.98,0,0
2022-03-01,Y62,"NORTH WEST COMMISSIONING REGION",434773,3679726.85,0,0
2022-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",513785,4125943.08,0,0
2022-03-01,Y60,"MIDLANDS COMMISSIONING REGION",522373,5110143.04,0,0
2022-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",241854,2383004.08,0,0
2022-04-01,Y56,"LONDON COMMISSIONING REGION",278896,2749991.06,0,0
2022-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",289881,2572655.4,0,0
2022-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",343746,3625739.78,0,0
2022-04-01,Y62,"NORTH WEST COMMISSIONING REGION",408206,3450650.18,0,0
2022-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",484556,3876231.03,0,0
2022-04-01,Y60,"MIDLANDS COMMISSIONING REGION",488863,4718067.24,0,0
2022-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",250038,2543106.43,0,0
2022-05-01,Y56,"LONDON COMMISSIONING REGION",284922,2899481.02,0,0
2022-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",302472,2762701.82,0,0
2022-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",357796,3820896.18,0,0
2022-05-01,Y62,"NORTH WEST COMMISSIONING REGION",420702,3610442.03,0,0
2022-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",503319,4125560.79,0,0
2022-05-01,Y60,"MIDLANDS COMMISSIONING REGION",513097,5080517.12,0,0
2022-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",243935,2517686.3,0,0
2022-06-01,Y56,"LONDON COMMISSIONING REGION",283184,2897405.37,0,0
2022-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",297438,2754302.14,0,0
2022-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",350512,3800446.29,0,0
2022-06-01,Y62,"NORTH WEST COMMISSIONING REGION",415883,3598912.01,0,0
2022-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",491383,4038288.87,0,0
2022-06-01,Y60,"MIDLANDS COMMISSIONING REGION",500871,4950610.27,0,0
2022-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",242453,2482312.77,0,0
2022-07-01,Y56,"LONDON COMMISSIONING REGION",280825,2884235.65,0,0
2022-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",293042,2691333.05,0,0
2022-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",347352,3767079.51,0,0
2022-07-01,Y62,"NORTH WEST COMMISSIONING REGION",412139,3561028.79,0,0
2022-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",490473,4043097.81,0,0
2022-07-01,Y60,"MIDLANDS COMMISSIONING REGION",500271,4985638.79,0,0
2022-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",250213,2540250.85,0,0
2022-08-01,Y56,"LONDON COMMISSIONING REGION",286067,2870396.53,0,0
2022-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",303433,2778268.18,0,0
2022-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",357161,3819922.24,0,0
2022-08-01,Y62,"NORTH WEST COMMISSIONING REGION",424249,3631032.41,0,0
2022-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",508414,4147412.68,0,0
2022-08-01,Y60,"MIDLANDS COMMISSIONING REGION",515905,5067542.79,0,0
2022-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",247147,2576765.53,0,0
2022-09-01,Y56,"LONDON COMMISSIONING REGION",287632,3034085.23,0,0
2022-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",300829,2806979.72,0,0
2022-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",352826,3858132.72,0,0
2022-09-01,Y62,"NORTH WEST COMMISSIONING REGION",422776,3696638.03,0,0
2022-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",498583,4193979.72,0,0
2022-09-01,Y60,"MIDLANDS COMMISSIONING REGION",512291,5167783.29,0,0
2022-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",245429,2558409.18,0,0
2022-10-01,Y56,"LONDON COMMISSIONING REGION",286031,2950035.78,0,0
2022-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",296894,2733320.71,0,0
2022-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",352696,3864321.09,0,0
2022-10-01,Y62,"NORTH WEST COMMISSIONING REGION",412083,3610694.1,0,0
2022-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",495765,4184196.11,0,0
2022-10-01,Y60,"MIDLANDS COMMISSIONING REGION",502035,5074172.8,0,0